#Table 1
#AAT/UCLES Radial Velocities for HD 114613
#JD-2400000	Velocity	Uncertainty	
#(m s^-1)	(m s^-1)	
54114.24651	2.6	0.9	
54115.25260	3.5	1.2	
54120.20490	7.7	0.7	
54121.19705	3.8	0.6	
54123.22186	9.1	0.6	
54126.18385	2.7	0.7	
54127.18893	5.0	0.5	
54128.18767	4.0	0.8	
54129.18497	-0.7	0.5	
54130.17738	0.9	0.7	
54131.18561	2.0	0.6	
54132.19227	2.1	0.8	
54133.25166	1.4	1.1	
54134.21614	4.1	0.6	
54135.18151	-1.1	0.7	
54136.20085	0.8	0.6	
54137.19842	1.3	0.6	
54138.17883	0.1	0.9	
54139.17104	3.0	0.8	
54140.17481	-0.1	0.8	
54141.20213	-1.6	0.8	
54142.19235	0.6	0.5	
54144.12894	-3.4	0.6	
54145.15798	-2.9	0.6	
54146.17863	-0.3	0.6	
54147.19558	-3.5	0.6	
54148.22623	-2.7	0.6	
54149.16439	-2.0	0.6	
54150.19348	-1.7	0.6	
54151.20779	-3.0	0.6	
54152.22033	-2.7	0.7	
54154.19334	-5.2	0.6	
54155.19519	-3.2	0.7	
54156.16473	-1.3	0.6	
54223.10365	1.9	0.9	
54224.14365	1.1	0.8	
54225.07630	1.8	0.7	
54226.00805	1.9	1.0	
54227.04258	5.5	0.8	
54252.96645	9.5	0.9	
54254.00991	9.0	0.8	
54254.91285	5.6	0.9	
54255.97533	3.7	0.9	
54257.06303	5.6	0.9	
54333.85357	3.5	0.9	
54334.87415	2.6	0.9	
54335.86542	2.5	0.7	
54336.85846	6.7	0.8	
54543.05240	0.0	0.8	
54544.14396	-0.8	0.8	
54550.09556	-1.0	1.4	
54551.09203	-1.9	0.9	
54552.13245	3.0	1.1	
54553.10244	-3.6	1.1	
54841.25120	-0.4	1.0	
54897.20442	-8.4	1.0	
54900.18137	-12.3	1.2	
54901.15823	-6.8	0.9	
54902.20552	-10.1	1.0	
54904.19780	-6.0	1.0	
54905.26523	-1.6	0.8	
54906.21006	-5.8	1.0	
54907.19989	-6.8	0.9	
54908.20498	-6.8	0.8	
55014.94187	-6.2	1.0	
55015.86595	-4.9	0.8	
55018.84451	1.4	1.9	
55019.87410	-5.8	0.7	
55020.84762	-6.3	0.7	
55021.87399	-7.7	0.8	
55022.88779	-10.4	0.8	
55023.86739	-11.0	0.9	
55029.84869	-6.6	0.6	
55030.83778	-4.0	0.7	
55031.90051	-3.4	0.7	
55032.91264	-3.6	0.6	
55036.84785	-6.2	0.7	
55037.83638	-2.9	0.7	
55040.84113	-6.1	0.8	
55041.85626	-6.0	0.9	
55043.88548	-3.7	0.6	
55044.85993	-4.9	0.6	
55045.85496	-5.0	0.5	
55046.90149	-6.5	0.7	
55047.88023	-4.0	0.5	
55048.86964	-5.4	0.5	
55049.85230	-4.1	1.0	
55050.85220	-7.8	0.8	
55051.84966	-5.0	0.5	
55053.85289	-8.7	0.6	
55054.84736	-8.0	0.6	
55055.88706	-6.2	0.5	
55058.87417	-4.9	0.6	
55206.19055	-2.4	0.8	
55209.20056	-1.9	0.8	
55253.19939	-6.9	0.9	
55254.28349	-9.6	1.0	
55310.06142	2.1	0.8	
55312.07035	-2.4	0.8	
55317.03644	-5.0	0.9	
55370.94153	3.1	1.0	
55374.90773	0.7	1.0	
55397.89284	-6.3	1.0	
55402.84315	-5.0	0.7	
55586.21266	0.8	0.9	
55603.27577	3.8	1.1	
55604.27940	-0.2	1.1	
55663.95088	0.5	1.1	
55666.06790	2.5	0.9	
55692.08906	0.5	1.1	
55692.97915	5.8	0.9	
55750.89289	-3.6	0.8	
55751.87344	-2.2	1.3	
55753.84964	-3.0	1.0	
55756.87098	-1.2	1.1	
55785.90110	2.3	1.0	
55786.86812	4.9	1.5	
55787.92128	5.1	1.1	
55961.17818	-0.1	0.8	
55964.22153	6.2	0.8	
55996.09776	-3.3	0.9	
56049.03768	2.1	1.1	
56051.03503	-0.1	1.1	
56084.99567	9.3	1.3	
56085.98717	3.6	1.1	
56134.98050	6.9	1.2	
56138.89373	3.4	1.1	
56379.13086	2.6	1.3	
56382.21632	10.6	1.9	
56383.07275	1.5	0.8	
56464.91329	10.2	1.1	
56465.92701	9.3	0.9	
56466.91347	8.0	0.9	
